"","from","to","freq"
"2009","CVG","GRB",447
"2010","DEN","GRB",2
"2011","DTW","GRB",1245
"2012","EWR","GRB",1
"2013","FSD","GRB",1
"2014","MKE","GRB",774
"2015","MQT","GRB",322
"2016","MSP","GRB",1408
"2017","OMA","GRB",1
"2018","ORD","GRB",3631
"2019","PIT","GRB",1
"2020","RDU","GRB",1
"2021","ATL","GRK",642
"2022","DFW","GRK",2562
"2023","IAH","GRK",525
"2024","ATL","GRR",1352
"2025","BWI","GRR",1
"2026","CLE","GRR",1136
"2027","CLT","GRR",1
"2028","CMH","GRR",1
"2029","CVG","GRR",1386
"2030","DCA","GRR",307
"2031","DEN","GRR",343
"2032","DFW","GRR",793
"2033","DTW","GRR",2527
"2034","EWR","GRR",593
"2035","IAH","GRR",714
"2036","LGA","GRR",363
"2037","MCO","GRR",128
"2038","MEM","GRR",362
"2039","MKE","GRR",1244
"2040","MKG","GRR",24
"2041","MSP","GRR",1645
"2042","ORD","GRR",3699
"2043","PHL","GRR",1
"2044","ATL","GSO",2866
"2045","BOS","GSO",141
"2046","CLE","GSO",148
"2047","CLT","GSO",985
"2048","CVG","GSO",1057
"2049","DFW","GSO",1037
"2050","DTW","GSO",1245
"2051","EWR","GSO",1092
"2052","IAD","GSO",207
"2053","IAH","GSO",1036
"2054","LGA","GSO",927
"2055","MCO","GSO",11
"2056","MEM","GSO",1043
"2057","MIA","GSO",519
"2058","MSP","GSO",365
"2059","ORD","GSO",870
"2060","ATL","GSP",2450
"2061","CLE","GSP",510
"2062","CVG","GSP",456
"2063","DFW","GSP",1435
"2064","DTW","GSP",1239
"2065","EWR","GSP",1036
"2066","IAD","GSP",682
"2067","IAH","GSP",954
"2068","LGA","GSP",609
"2069","MCO","GSP",90
"2070","MEM","GSP",1088
"2071","ORD","GSP",1302
"2072","JNU","GST",85
"2073","BIL","GTF",1
"2074","DEN","GTF",868
"2075","GRB","GTF",1
"2076","MSP","GTF",195
"2077","ORD","GTF",23
"2078","SLC","GTF",1050
"2079","ATL","GTR",964
"2080","ATL","GUC",2
"2081","DEN","GUC",832
"2082","DFW","GUC",109
"2083","ORD","GUC",2
"2084","SLC","GUC",14
"2085","ATL","HDN",107
"2086","DEN","HDN",1310
"2087","DFW","HDN",126
"2088","EWR","HDN",15
"2089","GJT","HDN",1
"2090","IAH","HDN",112
"2091","JFK","HDN",13
"2092","LGA","HDN",15
"2093","MSP","HDN",112
"2094","ORD","HDN",200
"2095","SLC","HDN",373
"2096","ATL","HHH",836
"2097","DEN","HLN",414
"2098","MSP","HLN",365
"2099","SLC","HLN",1215
"2100","ANC","HNL",236
"2101","ATL","HNL",637
"2102","DEN","HNL",367
"2103","DFW","HNL",732
"2104","EWR","HNL",362
"2105","IAH","HNL",702
"2106","ITO","HNL",7386
"2107","KOA","HNL",9038
"2108","LAS","HNL",732
"2109","LAX","HNL",4964
"2110","LIH","HNL",10407
"2111","MSP","HNL",366
"2112","OAK","HNL",121
"2113","OGG","HNL",12383
"2114","ORD","HNL",641
"2115","PDX","HNL",732
"2116","PHX","HNL",914
"2117","SAN","HNL",393
"2118","SEA","HNL",1638
"2119","SFO","HNL",2359
"2120","SJC","HNL",366
"2121","SLC","HNL",366
"2122","SMF","HNL",366
"2123","SNA","HNL",64
"2124","ABQ","HOU",1011
"2125","ATL","HOU",3593
"2126","AUS","HOU",2319
"2127","BHM","HOU",723
"2128","BNA","HOU",1504
"2129","BWI","HOU",1262
"2130","CRP","HOU",1933
"2131","DAL","HOU",9790
"2132","DEN","HOU",1056
"2133","DFW","HOU",2425
"2134","ELP","HOU",1033
"2135","FLL","HOU",722
"2136","HRL","HOU",2949
"2137","IAH","HOU",2
"2138","JAN","HOU",1345
"2139","JAX","HOU",366
"2140","JFK","HOU",943
"2141","LAS","HOU",1461
"2142","LAX","HOU",1426
"2143","LIT","HOU",365
"2144","MAF","HOU",676
"2145","MCO","HOU",1758
"2146","MDW","HOU",2052
"2147","MSY","HOU",3737
"2148","OAK","HOU",711
"2149","OKC","HOU",1353
"2150","PHL","HOU",687
"2151","PHX","HOU",1677
"2152","SAN","HOU",422
"2153","SAT","HOU",2582
"2154","STL","HOU",1340
"2155","TPA","HOU",1411
"2156","TUL","HOU",1300
"2157","ATL","HPN",2155
"2158","AVP","HPN",1
"2159","CVG","HPN",126
"2160","DTW","HPN",666
"2161","FLL","HPN",1022
"2162","JFK","HPN",1
"2163","MCO","HPN",1484
"2164","ORD","HPN",3624
"2165","PBI","HPN",1046
"2166","PIA","HPN",1
"2167","RSW","HPN",520
"2168","TPA","HPN",60
"2169","AUS","HRL",367
"2170","DAL","HRL",33
"2171","HOU","HRL",2967
"2172","IAH","HRL",398
"2173","SAT","HRL",656
"2174","ATL","HSV",2627
"2175","BHM","HSV",1
"2176","CLT","HSV",13
"2177","CVG","HSV",800
"2178","DCA","HSV",561
"2179","DEN","HSV",654
"2180","DFW","HSV",1714
"2181","DTW","HSV",698
"2182","IAD","HSV",725
"2183","IAH","HSV",1043
"2184","LGA","HSV",69
"2185","MCO","HSV",248
"2186","MEM","HSV",1083
"2187","ORD","HSV",547
"2188","CVG","HTS",159
"2189","ABQ","IAD",365
"2190","ATL","IAD",5309
"2191","AUS","IAD",670
"2192","BDL","IAD",1397
"2193","BHM","IAD",245
"2194","BNA","IAD",418
"2195","BOS","IAD",4184
"2196","BTV","IAD",129
"2197","BUF","IAD",16
"2198","BUR","IAD",163
"2199","CAE","IAD",1386
"2200","CHS","IAD",712
"2201","CLE","IAD",1433
"2202","CLT","IAD",3126
"2203","CVG","IAD",783
"2204","DAY","IAD",53
"2205","DEN","IAD",2943
"2206","DFW","IAD",2010
"2207","DTW","IAD",1708
"2208","EWR","IAD",1789
"2209","FLL","IAD",1176
"2210","GSO","IAD",208
"2211","GSP","IAD",828
"2212","HSV","IAD",726
"2213","IAH","IAD",1422
"2214","JAX","IAD",743
"2215","JFK","IAD",2299
"2216","LAS","IAD",1625
"2217","LAX","IAD",3836
"2218","LGA","IAD",1103
"2219","LGB","IAD",756
"2220","MCI","IAD",227
"2221","MCO","IAD",4094
"2222","MDT","IAD",937
"2223","MDW","IAD",2065
"2224","MHT","IAD",584
"2225","MIA","IAD",574
"2226","MSP","IAD",710
"2227","MSY","IAD",457
"2228","MYR","IAD",533
"2229","OAK","IAD",841
"2230","OKC","IAD",5
"2231","ORD","IAD",2891
"2232","ORF","IAD",1057
"2233","PBI","IAD",14
"2234","PDX","IAD",367
"2235","PHL","IAD",607
"2236","PHX","IAD",731
"2237","PIT","IAD",780
"2238","PVD","IAD",511
"2239","PWM","IAD",407
"2240","RDU","IAD",1722
"2241","ROA","IAD",601
"2242","ROC","IAD",560
"2243","RSW","IAD",14
"2244","SAN","IAD",1331
"2245","SAT","IAD",149
"2246","SAV","IAD",1007
"2247","SEA","IAD",1097
"2248","SFO","IAD",2732
"2249","SJC","IAD",245
"2250","SJU","IAD",844
"2251","SLC","IAD",523
"2252","SMF","IAD",366
"2253","SPI","IAD",142
"2254","SYR","IAD",622
"2255","TPA","IAD",1906
"2256","TUS","IAD",112
"2257","TYS","IAD",96
"2258","ABQ","IAH",2261
"2259","AEX","IAH",342
"2260","AMA","IAH",809
"2261","ANC","IAH",207
"2262","ATL","IAH",5268
"2263","AUS","IAH",3691
"2264","AVL","IAH",459
"2265","BDL","IAH",120
"2266","BHM","IAH",2345
"2267","BNA","IAH",2522
"2268","BOS","IAH",1800
"2269","BPT","IAH",276
"2270","BRO","IAH",1464
"2271","BTR","IAH",2009
"2272","BWI","IAH",1728
"2273","CAE","IAH",164
"2274","CHA","IAH",459
"2275","CHS","IAH",73
"2276","CLE","IAH",2151
"2277","CLL","IAH",262
"2278","CLT","IAH",3711
"2279","CMH","IAH",841
"2280","COS","IAH",1725
"2281","CRP","IAH",821
"2282","CRW","IAH",674
"2283","CVG","IAH",2048
"2284","DAL","IAH",3730
"2285","DAY","IAH",864
"2286","DCA","IAH",2919
"2287","DEN","IAH",4788
"2288","DFW","IAH",5526
"2289","DSM","IAH",688
"2290","DTW","IAH",2740
"2291","EGE","IAH",124
"2292","ELP","IAH",1136
"2293","EWR","IAH",3989
"2294","FLL","IAH",1933
"2295","GPT","IAH",1908
"2296","GRK","IAH",525
"2297","GRR","IAH",714
"2298","GSO","IAH",1035
"2299","GSP","IAH",950
"2300","HDN","IAH",112
"2301","HNL","IAH",702
"2302","HRL","IAH",398
"2303","HSV","IAH",1043
"2304","IAD","IAH",1389
"2305","ICT","IAH",1594
"2306","IND","IAH",1275
"2307","JAN","IAH",1721
"2308","JAX","IAH",1541
"2309","JFK","IAH",972
"2310","LAS","IAH",2678
"2311","LAX","IAH",3849
"2312","LBB","IAH",769
"2313","LCH","IAH",1000
"2314","LEX","IAH",646
"2315","LFT","IAH",2702
"2316","LGA","IAH",3418
"2317","LIT","IAH",1103
"2318","LRD","IAH",714
"2319","MAF","IAH",1187
"2320","MCI","IAH",2527
"2321","MCO","IAH",2499
"2322","MEM","IAH",3079
"2323","MFE","IAH",2665
"2324","MGM","IAH",246
"2325","MIA","IAH",2734
"2326","MKE","IAH",1671
"2327","MLU","IAH",581
"2328","MOB","IAH",1420
"2329","MSP","IAH",2451
"2330","MSY","IAH",4257
"2331","MTJ","IAH",261
"2332","OAK","IAH",721
"2333","OKC","IAH",2635
"2334","OMA","IAH",2099
"2335","ONT","IAH",1093
"2336","ORD","IAH",5463
"2337","ORF","IAH",969
"2338","PBI","IAH",1389
"2339","PDX","IAH",1265
"2340","PHL","IAH",1732
"2341","PHX","IAH",4197
"2342","PIT","IAH",1719
"2343","PNS","IAH",635
"2344","PSP","IAH",216
"2345","RDU","IAH",1995
"2346","RIC","IAH",971
"2347","RNO","IAH",428
"2348","RSW","IAH",1066
"2349","SAN","IAH",2388
"2350","SAT","IAH",3755
"2351","SAV","IAH",949
"2352","SDF","IAH",361
"2353","SEA","IAH",2395
"2354","SFO","IAH",2660
"2355","SHV","IAH",1018
"2356","SJC","IAH",994
"2357","SJU","IAH",730
"2358","SLC","IAH",2698
"2359","SMF","IAH",1085
"2360","SNA","IAH",1826
"2361","SRQ","IAH",70
"2362","STL","IAH",1003
"2363","TLH","IAH",482
"2364","TPA","IAH",1962
"2365","TUL","IAH",2319
"2366","TUS","IAH",1669
"2367","TYS","IAH",1344
"2368","VPS","IAH",421
"2369","XNA","IAH",1435
"2370","ATL","ICT",3146
"2371","CMH","ICT",1
"2372","DEN","ICT",1583
"2373","DFW","ICT",1792
"2374","DTW","ICT",242
"2375","IAH","ICT",1594
"2376","LAX","ICT",186
"2377","MCI","ICT",1
"2378","MEM","ICT",1093
"2379","MSP","ICT",714
"2380","ORD","ICT",3001
"2381","PHL","ICT",1
"2382","PHX","ICT",692
"2383","BZN","IDA",1
"2384","DEN","IDA",979
"2385","FCA","IDA",2
"2386","JAC","IDA",1
"2387","LWS","IDA",1
"2388","MSP","IDA",336
"2389","RDM","IDA",1
"2390","SFO","IDA",1
"2391","SLC","IDA",1788
"2392","ATL","ILM",1996
"2393","CLT","ILM",1257
"2394","CVG","ILM",140
"2395","MYR","ILM",1
"2396","ATL","IND",3517
"2397","AUS","IND",218
"2398","BDL","IND",585
"2399","BOS","IND",950
"2400","BTV","IND",1
"2401","BWI","IND",1016
"2402","CLE","IND",142
"2403","CLT","IND",1230
"2404","CVG","IND",491
"2405","DCA","IND",968
"2406","DEN","IND",2083
"2407","DFW","IND",2086
"2408","DTW","IND",2605
"2409","EWR","IND",1722
"2410","FLL","IND",578
"2411","IAH","IND",1763
"2412","JAX","IND",366
"2413","JFK","IND",125
"2414","LAS","IND",1674
"2415","LAX","IND",548
"2416","LGA","IND",1331
"2417","MCI","IND",1074
"2418","MCO","IND",2306
"2419","MDW","IND",1314
"2420","MEM","IND",1058
"2421","MIA","IND",211
"2422","MKE","IND",738
"2423","MSP","IND",1661
"2424","MSY","IND",10
"2425","ORD","IND",4103
"2426","PHL","IND",853
"2427","PHX","IND",1458
"2428","RDU","IND",673
"2429","RSW","IND",1057
"2430","SAT","IND",236
"2431","SEA","IND",75
"2432","SFO","IND",173
"2433","SRQ","IND",155
"2434","TPA","IND",1578
"2435","MSP","INL",72
"2436","LAX","IPL",660
"2437","YUM","IPL",326
"2438","ATL","ISP",214
"2439","BWI","ISP",2427
"2440","FLL","ISP",1092
"2441","LAS","ISP",366
"2442","MCO","ISP",2110
"2443","MDW","ISP",1422
"2444","PBI","ISP",1082
"2445","RSW","ISP",374
"2446","TPA","ISP",1093
"2447","DTW","ITH",133
"2448","HNL","ITO",7685
"2449","OGG","ITO",366
"2450","LAX","IYK",954
"2451","ATL","JAC",118
"2452","CVG","JAC",13
"2453","DEN","JAC",1340
"2454","DFW","JAC",213
"2455","LAX","JAC",15
"2456","MSP","JAC",117
"2457","ORD","JAC",463
"2458","SLC","JAC",1485
"2459","ATL","JAN",2694
"2460","BWI","JAN",664
"2461","CVG","JAN",120
"2462","DCA","JAN",304
"2463","DFW","JAN",2604
"2464","DTW","JAN",682
"2465","EWR","JAN",121
"2466","HOU","JAN",1341
"2467","IAH","JAN",1720
"2468","MCO","JAN",381
"2469","MDW","JAN",682
"2470","MEM","JAN",1082
"2471","ORD","JAN",211
"2472","ATL","JAX",5656
"2473","AUS","JAX",226
"2474","BHM","JAX",366
"2475","BNA","JAX",1382
"2476","BOS","JAX",647
"2477","BWI","JAX",1058
"2478","CHS","JAX",2
"2479","CLE","JAX",143
"2480","CLT","JAX",2524
"2481","CVG","JAX",1125
"2482","DAB","JAX",1
"2483","DCA","JAX",888
"2484","DEN","JAX",118
"2485","DFW","JAX",1366
"2486","DTW","JAX",507
"2487","EWR","JAX",1596
"2488","FLL","JAX",1812
"2489","GSO","JAX",1
"2490","HOU","JAX",366
"2491","IAD","JAX",751
"2492","IAH","JAX",1529
"2493","IND","JAX",366
"2494","JFK","JAX",1067
"2495","LAS","JAX",236
"2496","LAX","JAX",2
"2497","LGA","JAX",1285
"2498","MCI","JAX",229
"2499","MCO","JAX",2
"2500","MEM","JAX",871
"2501","MIA","JAX",217
"2502","MSP","JAX",201
"2503","MSY","JAX",472
"2504","ORD","JAX",1697
"2505","ORF","JAX",719
"2506","PHL","JAX",1665
"2507","PIR","JAX",2
"2508","RDU","JAX",595
"2509","RIC","JAX",1
"2510","SAV","JAX",3
"2511","STX","JAX",2
"2512","TPA","JAX",1006
"2513","ABE","JFK",3
"2514","ACK","JFK",223
"2515","ACY","JFK",1
"2516","ALB","JFK",367
"2517","ATL","JFK",1915
"2518","AUS","JFK",1358
"2519","AVP","JFK",2
"2520","BDL","JFK",602
"2521","BGR","JFK",338
"2522","BHM","JFK",1
"2523","BNA","JFK",523
"2524","BOS","JFK",7372
"2525","BQN","JFK",661
"2526","BTV","JFK",2207
"2527","BUF","JFK",3679
"2528","BUR","JFK",1366
"2529","BWI","JFK",1134
"2530","CLE","JFK",1392
"2531","CLT","JFK",1866
"2532","CMH","JFK",515
"2533","CVG","JFK",1532
"2534","DCA","JFK",3017
"2535","DEN","JFK",1084
"2536","DFW","JFK",833
"2537","DTW","JFK",1754
"2538","EGE","JFK",13
"2539","FLL","JFK",4699
"2540","HDN","JFK",13
"2541","HOU","JFK",944
"2542","HPN","JFK",2
"2543","IAD","JFK",2297
"2544","IAH","JFK",969
"2545","IND","JFK",117
"2546","JAX","JFK",1068
"2547","LAS","JFK",4481
"2548","LAX","JFK",8058
"2549","LGB","JFK",1544
"2550","MCO","JFK",5371
"2551","MIA","JFK",2743
"2552","MSP","JFK",1441
"2553","MSY","JFK",1070
"2554","OAK","JFK",1177
"2555","ONT","JFK",248
"2556","ORD","JFK",3684
"2557","ORF","JFK",277
"2558","PBI","JFK",2531
"2559","PDX","JFK",680
"2560","PHL","JFK",675
"2561","PHX","JFK",2256
"2562","PIT","JFK",2249
"2563","PSE","JFK",346
"2564","PVD","JFK",604
"2565","PWM","JFK",1818
"2566","RDU","JFK",3989
"2567","RIC","JFK",1703
"2568","ROC","JFK",2435
"2569","RSW","JFK",1890
"2570","SAN","JFK",1630
"2571","SEA","JFK",1852
"2572","SFO","JFK",6971
"2573","SJC","JFK",481
"2574","SJU","JFK",3558
"2575","SLC","JFK",1784
"2576","SMF","JFK",342
"2577","SRQ","JFK",534
"2578","STL","JFK",795
"2579","STT","JFK",366
"2580","SYR","JFK",1825
"2581","TPA","JFK",3395
"2582","TUS","JFK",132
"2583","ANC","JNU",1163
"2584","GST","JNU",85
"2585","KTN","JNU",362
"2586","PSG","JNU",364
"2587","SEA","JNU",1334
"2588","SIT","JNU",740
"2589","YAK","JNU",362
"2590","DEN","KOA",45
"2591","HNL","KOA",8745
"2592","ITO","KOA",299
"2593","LAX","KOA",1038
"2594","LIH","KOA",54
"2595","OAK","KOA",4
"2596","OGG","KOA",1379
"2597","PHX","KOA",330
"2598","SAN","KOA",23
"2599","SEA","KOA",45
"2600","SFO","KOA",713
"2601","SNA","KOA",36
"2602","JNU","KTN",364
"2603","SEA","KTN",1289
"2604","SIT","KTN",365
"2605","WRG","KTN",363
"2606","COS","LAN",1
"2607","CVG","LAN",485
"2608","DTW","LAN",1642
"2609","FAR","LAN",1
"2610","LNK","LAN",1
"2611","MSP","LAN",157
"2612","ORD","LAN",1409
"2613","ABQ","LAS",2402
"2614","ALB","LAS",366
"2615","AMA","LAS",366
"2616","ANC","LAS",237
"2617","ATL","LAS",4766
"2618","AUS","LAS",1231
"2619","BDL","LAS",366
"2620","BFL","LAS",102
"2621","BHM","LAS",366
"2622","BMI","LAS",50
"2623","BNA","LAS",1202
"2624","BOI","LAS",756
"2625","BOS","LAS",1383
"2626","BUF","LAS",589
"2627","BUR","LAS",5162
"2628","BWI","LAS",1626
"2629","CAK","LAS",42
"2630","CLE","LAS",1656
"2631","CLT","LAS",1734
"2632","CMH","LAS",1341
"2633","COS","LAS",98
"2634","CVG","LAS",921
"2635","DAY","LAS",43
"2636","DCA","LAS",365
"2637","DEN","LAS",8147
"2638","DFW","LAS",4956
"2639","DTW","LAS",2038
"2640","ELP","LAS",1056
"2641","EUG","LAS",162
"2642","EWR","LAS",2350
"2643","FAT","LAS",2092
"2644","FLL","LAS",677
"2645","FNT","LAS",90
"2646","GEG","LAS",753
"2647","HNL","LAS",732
"2648","HOU","LAS",1460
"2649","IAD","LAS",1623
"2650","IAH","LAS",2682
"2651","IND","LAS",1675
"2652","ISP","LAS",366
"2653","JAX","LAS",236
"2654","JFK","LAS",4471
"2655","LAX","LAS",11773
"2656","LBB","LAS",366
"2657","LGB","LAS",853
"2658","LIT","LAS",382
"2659","MAF","LAS",366
"2660","MCI","LAS",1926
"2661","MCO","LAS",1077
"2662","MDW","LAS",3832
"2663","MEM","LAS",372
"2664","MFR","LAS",139
"2665","MHT","LAS",366
"2666","MIA","LAS",787
"2667","MKE","LAS",531
"2668","MLI","LAS",51
"2669","MRY","LAS",14
"2670","MSP","LAS",2461
"2671","MSY","LAS",727
"2672","OAK","LAS",4642
"2673","OKC","LAS",471
"2674","OMA","LAS",1083
"2675","ONT","LAS",3494
"2676","ORD","LAS",5257
"2677","ORF","LAS",366
"2678","PBI","LAS",62
"2679","PDX","LAS",3564
"2680","PHL","LAS",2836
"2681","PHX","LAS",10337
"2682","PIT","LAS",1411
"2683","PSP","LAS",1281
"2684","PVD","LAS",364
"2685","RDU","LAS",715
"2686","RNO","LAS",4508
"2687","ROC","LAS",84
"2688","SAN","LAS",5902
"2689","SAT","LAS",1575
"2690","SBA","LAS",305
"2691","SBP","LAS",128
"2692","SDF","LAS",365
"2693","SEA","LAS",5051
"2694","SFO","LAS",7007
"2695","SJC","LAS",4176
"2696","SLC","LAS",5373
"2697","SMF","LAS",4064
"2698","SNA","LAS",4130
"2699","STL","LAS",1651
"2700","TPA","LAS",1178
"2701","TUL","LAS",391
"2702","TUS","LAS",2242
"2703","YUM","LAS",99
"2704","ATL","LAW",544
"2705","DFW","LAW",1822
"2706","ABQ","LAX",2395
"2707","ANC","LAX",238
"2708","ASE","LAX",334
"2709","ATL","LAX",5406
"2710","AUS","LAX",1733
"2711","BDL","LAX",132
"2712","BFL","LAX",906
"2713","BNA","LAX",1400
"2714","BOI","LAX",1001
"2715","BOS","LAX",2234
"2716","BWI","LAX",898
"2717","BZN","LAX",13
"2718","CDC","LAX",1
"2719","CLD","LAX",2259
"2720","CLE","LAX",1050
"2721","CLT","LAX",1458
"2722","CMH","LAX",48
"2723","COS","LAX",997
"2724","CVG","LAX",1143
"2725","DCA","LAX",366
"2726","DEN","LAX",8811
"2727","DFW","LAX",6571
"2728","DSM","LAX",175
"2729","DTW","LAX",1608
"2730","EGE","LAX",111
"2731","ELP","LAX",1075
"2732","EUG","LAX",305
"2733","EWR","LAX",3239
"2734","FAT","LAX",4022
"2735","FLL","LAX",372
"2736","GEG","LAX",431
"2737","GJT","LAX",4
"2738","HNL","LAX",4963
"2739","HOU","LAX",1416
"2740","IAD","LAX",4092
"2741","IAH","LAX",3867
"2742","ICT","LAX",184
"2743","IND","LAX",548
"2744","IPL","LAX",646
"2745","IYK","LAX",956
"2746","JAC","LAX",15
"2747","JAX","LAX",3
"2748","JFK","LAX",8078
"2749","KOA","LAX",1040
"2750","LAS","LAX",11729
"2751","LIH","LAX",1069
"2752","MCI","LAX",1331
"2753","MCO","LAX",1725
"2754","MDW","LAX",2390
"2755","MEM","LAX",1095
"2756","MIA","LAX",2494
"2757","MKE","LAX",355
"2758","MOD","LAX",679
"2759","MRY","LAX",2758
"2760","MSP","LAX",2389
"2761","MSY","LAX",928
"2762","MTJ","LAX",18
"2763","OAK","LAX",7578
"2764","OGG","LAX",2058
"2765","OKC","LAX",500
"2766","ONT","LAX",24
"2767","ORD","LAX",6974
"2768","OXR","LAX",1291
"2769","PDX","LAX",3517
"2770","PHL","LAX",2240
"2771","PHX","LAX",9992
"2772","PIT","LAX",373
"2773","PSP","LAX",2597
"2774","RDU","LAX",8
"2775","RNO","LAX",1905
"2776","SAN","LAX",11224
"2777","SAT","LAX",1783
"2778","SBA","LAX",4498
"2779","SBP","LAX",2682
"2780","SEA","LAX",6865
"2781","SFO","LAX",13788
"2782","SGU","LAX",721
"2783","SJC","LAX",8939
"2784","SJU","LAX",144
"2785","SLC","LAX",5178
"2786","SMF","LAX",5717
"2787","SMX","LAX",1681
"2788","SNA","LAX",33
"2789","STL","LAX",1687
"2790","TPA","LAX",519
"2791","TUL","LAX",73
"2792","TUS","LAX",4190
"2793","XNA","LAX",358
"2794","YUM","LAX",1044
"2795","ABQ","LBB",366
"2796","AUS","LBB",692
"2797","DAL","LBB",2680
"2798","DFW","LBB",3012
"2799","ELP","LBB",362
"2800","IAH","LBB",769
"2801","LAS","LBB",366
"2802","SLC","LBB",1
"2803","IAH","LCH",999
"2804","ATL","LEX",2213
"2805","CLE","LEX",15
"2806","CRW","LEX",1
"2807","CVG","LEX",1525
"2808","DCA","LEX",311
"2809","DFW","LEX",908
"2810","DTW","LEX",1658
"2811","EWR","LEX",389
"2812","IAH","LEX",646
"2813","LGA","LEX",415
"2814","MCO","LEX",39
"2815","MEM","LEX",252
"2816","ORD","LEX",1965
"2817","XNA","LEX",1
"2818","ATL","LFT",995
"2819","DFW","LFT",1181
"2820","IAH","LFT",2703
"2821","ABE","LGA",9
"2822","ACY","LGA",2
"2823","AGS","LGA",7
"2824","ATL","LGA",10506
"2825","AVP","LGA",3
"2826","BHM","LGA",840
"2827","BNA","LGA",1216
"2828","BOS","LGA",12029
"2829","BWI","LGA",7
"2830","CAE","LGA",609
"2831","CAK","LGA",793
"2832","CHS","LGA",1413
"2833","CID","LGA",156
"2834","CLE","LGA",2936
"2835","CLT","LGA",5339
"2836","CMH","LGA",2355
"2837","CVG","LGA",3645
"2838","DAB","LGA",159
"2839","DCA","LGA",11102
"2840","DEN","LGA",3051
"2841","DFW","LGA",5365
"2842","DSM","LGA",707
"2843","DTW","LGA",4594
"2844","EGE","LGA",16
"2845","EWR","LGA",1
"2846","FLL","LGA",3149
"2847","FNT","LGA",393
"2848","GRR","LGA",363
"2849","GSO","LGA",905
"2850","GSP","LGA",609
"2851","HDN","LGA",15
"2852","HSV","LGA",72
"2853","IAD","LGA",1105
"2854","IAH","LGA",3399
"2855","IND","LGA",1331
"2856","JAX","LGA",1294
"2857","JFK","LGA",2
"2858","LEX","LGA",411
"2859","MCO","LGA",3156
"2860","MDT","LGA",2
"2861","MEM","LGA",1608
"2862","MIA","LGA",3587
"2863","MKE","LGA",590
"2864","MLB","LGA",2
"2865","MSN","LGA",622
"2866","MSP","LGA",2723
"2867","MSY","LGA",511
"2868","MYR","LGA",124
"2869","ORD","LGA",10770
"2870","PBI","LGA",1934
"2871","PHF","LGA",767
"2872","PHL","LGA",4
"2873","PIT","LGA",936
"2874","RDU","LGA",4135
"2875","RIC","LGA",1337
"2876","RSW","LGA",237
"2877","SAV","LGA",996
"2878","SDF","LGA",572
"2879","SLC","LGA",24
"2880","SRQ","LGA",74
"2881","STL","LGA",1603
"2882","STT","LGA",9
"2883","TPA","LGA",1465
"2884","TVC","LGA",50
"2885","TYS","LGA",603
"2886","VPS","LGA",2
"2887","XNA","LGA",766
"2888","AUS","LGB",245
"2889","BOS","LGB",788
"2890","FAT","LGB",435
"2891","FLL","LGB",332
"2892","GEG","LGB",1
"2893","IAD","LGB",756
"2894","JFK","LGB",1541
"2895","LAS","LGB",854
"2896","MRY","LGB",435
"2897","OAK","LGB",1632
"2898","ORD","LGB",604
"2899","PDX","LGB",141
"2900","PHX","LGB",1624
"2901","RNO","LGB",464
"2902","SEA","LGB",1500
"2903","SFO","LGB",209
"2904","SJC","LGB",660
"2905","SLC","LGB",2499
"2906","SMF","LGB",729
"2907","DEN","LIH",45
"2908","HNL","LIH",10769
"2909","KOA","LIH",55
"2910","LAX","LIH",1067
"2911","OGG","LIH",60
"2912","PHX","LIH",280
"2913","SAN","LIH",31
"2914","SEA","LIH",366
"2915","SFO","LIH",483
"2916","SNA","LIH",23
"2917","ATL","LIT",2527
"2918","BWI","LIT",366
"2919","CLT","LIT",39
"2920","CVG","LIT",49
"2921","DAL","LIT",2330
"2922","DEN","LIT",121
"2923","DFW","LIT",3245
"2924","DTW","LIT",362
"2925","EWR","LIT",323
"2926","HOU","LIT",365
"2927","IAH","LIT",1111
"2928","LAS","LIT",382
"2929","MCO","LIT",1
"2930","MDW","LIT",383
"2931","MEM","LIT",886
"2932","MSP","LIT",157
"2933","ORD","LIT",1806
"2934","PHX","LIT",235
"2935","SLC","LIT",18
"2936","STL","LIT",666
"2937","PDX","LMT",162
"2938","SFO","LMT",348
"2939","DEN","LNK",1200
"2940","DSM","LNK",1
"2941","DTW","LNK",320
"2942","MCI","LNK",1
"2943","MSP","LNK",106
"2944","OMA","LNK",1
"2945","ORD","LNK",1407
"2946","PIA","LNK",1
"2947","DFW","LRD",1400
"2948","IAH","LRD",716
"2949","MSP","LSE",433
"2950","ORD","LSE",1572
"2951","ATL","LWB",185
"2952","SLC","LWS",652
"2953","ATL","LYH",625
"2954","ABQ","MAF",367
"2955","AUS","MAF",470
"2956","DAL","MAF",1997
"2957","DFW","MAF",1777
"2958","HOU","MAF",676
"2959","IAH","MAF",1187
"2960","LAS","MAF",366
"2961","DEN","MBS",1
"2962","DTW","MBS",1468
"2963","MSP","MBS",109
"2964","ORD","MBS",1339
"2965","ABQ","MCI",670
"2966","ATL","MCI",4140
"2967","AUS","MCI",459
"2968","BNA","MCI",1302
"2969","BWI","MCI",1025
"2970","CLE","MCI",1230
"2971","CLT","MCI",1183
"2972","CMH","MCI",164
"2973","COS","MCI",179
"2974","CVG","MCI",1491
"2975","DAL","MCI",3922
"2976","DEN","MCI",5111
"2977","DFW","MCI",2878
"2978","DTW","MCI",1438
"2979","EWR","MCI",1798
